Strategy,Future.ID,Technology,Year,TotalCapacityAnnual
LTS,72,PPWNDON,2049,0.671868
LTS,72,PPWNDON,2050,0.676799
LTS,72,PPWNDON,2051,0.68173
LTS,72,PPWNDON,2052,0.68665
LTS,72,PPWNDON,2053,0.691581
LTS,72,PPWNDON,2054,0.696502
LTS,72,PPWNDON,2055,0.701433
LTS,73,PPPVT,2021,0.0573256
LTS,73,PPPVT,2022,0.0573256
LTS,73,PPPVT,2023,0.0573256
LTS,73,PPPVT,2024,0.0594175
LTS,73,PPPVT,2025,0.155533
LTS,73,PPPVT,2026,0.250904
LTS,73,PPPVT,2027,0.435968
LTS,73,PPPVT,2028,0.525968
LTS,73,PPPVT,2029,0.615968
LTS,73,PPPVT,2030,0.705968
LTS,73,PPPVT,2031,0.795968
LTS,73,PPPVT,2032,0.885968
LTS,73,PPPVT,2033,0.919968
LTS,73,PPPVT,2034,0.919968
LTS,73,PPPVT,2035,0.919968
LTS,73,PPPVT,2036,1.00397
LTS,73,PPPVT,2037,1.09397
LTS,73,PPPVT,2038,1.16397
LTS,73,PPPVT,2039,1.25397
LTS,73,PPPVT,2040,1.27697
LTS,73,PPPVT,2041,1.30964
LTS,73,PPPVT,2042,1.30964
LTS,73,PPPVT,2043,1.30964
LTS,73,PPPVT,2044,1.30755
LTS,73,PPPVT,2045,1.21143
LTS,73,PPPVT,2046,1.20789
LTS,73,PPPVT,2047,1.20789
LTS,73,PPPVT,2048,1.20789
LTS,73,PPPVT,2049,1.20789
LTS,73,PPPVT,2050,1.20789
LTS,73,PPPVT,2051,1.20789
LTS,73,PPPVT,2052,1.20789
LTS,73,PPPVT,2053,1.20789
LTS,73,PPPVT,2054,1.20789
LTS,73,PPPVT,2055,1.22257
LTS,73,PPWNDON,2021,0.102489
LTS,73,PPWNDON,2022,0.102489
LTS,73,PPWNDON,2023,0.102489
LTS,73,PPWNDON,2024,0.102489
LTS,73,PPWNDON,2025,0.162489
LTS,73,PPWNDON,2026,0.222489
LTS,73,PPWNDON,2027,0.282489
LTS,73,PPWNDON,2028,0.303489
LTS,73,PPWNDON,2029,0.303489
LTS,73,PPWNDON,2030,0.303489
LTS,73,PPWNDON,2031,0.316168
LTS,73,PPWNDON,2032,0.373168
LTS,73,PPWNDON,2033,0.402015
LTS,73,PPWNDON,2034,0.445986
LTS,73,PPWNDON,2035,0.488909
LTS,73,PPWNDON,2036,0.531832
LTS,73,PPWNDON,2037,0.574756
LTS,73,PPWNDON,2038,0.617679
LTS,73,PPWNDON,2039,0.677679
LTS,73,PPWNDON,2040,0.677679
LTS,73,PPWNDON,2041,0.67719
LTS,73,PPWNDON,2042,0.67719
LTS,73,PPWNDON,2043,0.67719
LTS,73,PPWNDON,2044,0.67719
LTS,73,PPWNDON,2045,0.652165
LTS,73,PPWNDON,2046,0.657096
LTS,73,PPWNDON,2047,0.662016
LTS,73,PPWNDON,2048,0.666947
LTS,73,PPWNDON,2049,0.671868
LTS,73,PPWNDON,2050,0.676799
LTS,73,PPWNDON,2051,0.68173
LTS,73,PPWNDON,2052,0.68665
LTS,73,PPWNDON,2053,0.691581
LTS,73,PPWNDON,2054,0.696502
LTS,73,PPWNDON,2055,0.701433
LTS,74,PPPVT,2021,0.0573256
LTS,74,PPPVT,2022,0.0573256
LTS,74,PPPVT,2023,0.0573256
LTS,74,PPPVT,2024,0.0594175
LTS,74,PPPVT,2025,0.155533
LTS,74,PPPVT,2026,0.251887
LTS,74,PPPVT,2027,0.461597
LTS,74,PPPVT,2028,0.551597
LTS,74,PPPVT,2029,0.641597
LTS,74,PPPVT,2030,0.731597
LTS,74,PPPVT,2031,0.821597
LTS,74,PPPVT,2032,0.911597
LTS,74,PPPVT,2033,0.945597
LTS,74,PPPVT,2034,0.945597
LTS,74,PPPVT,2035,0.945597
LTS,74,PPPVT,2036,1.0296
LTS,74,PPPVT,2037,1.1196
LTS,74,PPPVT,2038,1.1896
LTS,74,PPPVT,2039,1.28493
LTS,74,PPPVT,2040,1.45242
LTS,74,PPPVT,2041,1.49289
LTS,74,PPPVT,2042,1.533
LTS,74,PPPVT,2043,1.57001
LTS,74,PPPVT,2044,1.60689
LTS,74,PPPVT,2045,1.66947
LTS,74,PPPVT,2046,1.70455
LTS,74,PPPVT,2047,1.73818
LTS,74,PPPVT,2048,1.77107
LTS,74,PPPVT,2049,1.80344
LTS,74,PPPVT,2050,1.83116
LTS,74,PPPVT,2051,1.84473
LTS,74,PPPVT,2052,1.8583
LTS,74,PPPVT,2053,1.87196
LTS,74,PPPVT,2054,1.88579
LTS,74,PPPVT,2055,1.89966
LTS,74,PPWNDON,2021,0.102489
LTS,74,PPWNDON,2022,0.102489
LTS,74,PPWNDON,2023,0.102489
LTS,74,PPWNDON,2024,0.102489
LTS,74,PPWNDON,2025,0.162489
LTS,74,PPWNDON,2026,0.222489
LTS,74,PPWNDON,2027,0.282489
LTS,74,PPWNDON,2028,0.303489
LTS,74,PPWNDON,2029,0.303489
LTS,74,PPWNDON,2030,0.303489
LTS,74,PPWNDON,2031,0.316168
LTS,74,PPWNDON,2032,0.373168
LTS,74,PPWNDON,2033,0.402015
LTS,74,PPWNDON,2034,0.445986
LTS,74,PPWNDON,2035,0.488909
LTS,74,PPWNDON,2036,0.531832
LTS,74,PPWNDON,2037,0.574756
LTS,74,PPWNDON,2038,0.617679
LTS,74,PPWNDON,2039,0.677679
LTS,74,PPWNDON,2040,0.677679
LTS,74,PPWNDON,2041,0.67719
LTS,74,PPWNDON,2042,0.67719
LTS,74,PPWNDON,2043,0.67719
LTS,74,PPWNDON,2044,0.67719
LTS,74,PPWNDON,2045,0.652165
LTS,74,PPWNDON,2046,0.657096
LTS,74,PPWNDON,2047,0.662016
LTS,74,PPWNDON,2048,0.666947
LTS,74,PPWNDON,2049,0.671868
LTS,74,PPWNDON,2050,0.676799
LTS,74,PPWNDON,2051,0.68173
LTS,74,PPWNDON,2052,0.68665
LTS,74,PPWNDON,2053,0.691581
LTS,74,PPWNDON,2054,0.696502
LTS,74,PPWNDON,2055,0.701433
LTS,75,PPPVT,2021,0.0573256
LTS,75,PPPVT,2022,0.0573256
LTS,75,PPPVT,2023,0.0573256
LTS,75,PPPVT,2024,0.0594175
LTS,75,PPPVT,2025,0.155533
LTS,75,PPPVT,2026,0.251118
LTS,75,PPPVT,2027,0.466256
LTS,75,PPPVT,2028,0.556256
LTS,75,PPPVT,2029,0.646256
LTS,75,PPPVT,2030,0.736256
LTS,75,PPPVT,2031,0.826256
LTS,75,PPPVT,2032,0.916256
LTS,75,PPPVT,2033,0.950256
LTS,75,PPPVT,2034,0.950256
LTS,75,PPPVT,2035,0.950256
LTS,75,PPPVT,2036,1.03426
LTS,75,PPPVT,2037,1.12426
LTS,75,PPPVT,2038,1.25895
LTS,75,PPPVT,2039,1.38566
LTS,75,PPPVT,2040,1.57096
LTS,75,PPPVT,2041,1.62396
LTS,75,PPPVT,2042,1.67745
LTS,75,PPPVT,2043,1.72749
LTS,75,PPPVT,2044,1.77848
LTS,75,PPPVT,2045,1.85559
LTS,75,PPPVT,2046,1.90578
LTS,75,PPPVT,2047,1.95562
LTS,75,PPPVT,2048,2.00498
LTS,75,PPPVT,2049,2.05417
LTS,75,PPPVT,2050,2.0992
LTS,75,PPPVT,2051,2.1197
LTS,75,PPPVT,2052,2.13956
LTS,75,PPPVT,2053,2.15954
LTS,75,PPPVT,2054,2.17986
LTS,75,PPPVT,2055,2.2004
LTS,75,PPWNDON,2021,0.102489
LTS,75,PPWNDON,2022,0.102489
LTS,75,PPWNDON,2023,0.102489
LTS,75,PPWNDON,2024,0.102489
LTS,75,PPWNDON,2025,0.162489
LTS,75,PPWNDON,2026,0.222489
LTS,75,PPWNDON,2027,0.282489
LTS,75,PPWNDON,2028,0.303489
LTS,75,PPWNDON,2029,0.303489
LTS,75,PPWNDON,2030,0.303489
LTS,75,PPWNDON,2031,0.316168
LTS,75,PPWNDON,2032,0.373168
LTS,75,PPWNDON,2033,0.402015
LTS,75,PPWNDON,2034,0.445986
LTS,75,PPWNDON,2035,0.488909
LTS,75,PPWNDON,2036,0.531832
LTS,75,PPWNDON,2037,0.574756
LTS,75,PPWNDON,2038,0.617679
LTS,75,PPWNDON,2039,0.677679
LTS,75,PPWNDON,2040,0.677679
LTS,75,PPWNDON,2041,0.67719
LTS,75,PPWNDON,2042,0.67719
LTS,75,PPWNDON,2043,0.67719
LTS,75,PPWNDON,2044,0.67719
LTS,75,PPWNDON,2045,0.652165
LTS,75,PPWNDON,2046,0.657096
LTS,75,PPWNDON,2047,0.662016
LTS,75,PPWNDON,2048,0.666947
LTS,75,PPWNDON,2049,0.671868
LTS,75,PPWNDON,2050,0.676799
LTS,75,PPWNDON,2051,0.68173
LTS,75,PPWNDON,2052,0.68665
LTS,75,PPWNDON,2053,0.691581
LTS,75,PPWNDON,2054,0.696502
LTS,75,PPWNDON,2055,0.701433
LTS,76,PPPVT,2021,0.0573256
LTS,76,PPPVT,2022,0.0573256
LTS,76,PPPVT,2023,0.0573256
LTS,76,PPPVT,2024,0.0594175
LTS,76,PPPVT,2025,0.155533
LTS,76,PPPVT,2026,0.25146
LTS,76,PPPVT,2027,0.434846
LTS,76,PPPVT,2028,0.524846
LTS,76,PPPVT,2029,0.614846
LTS,76,PPPVT,2030,0.704846
LTS,76,PPPVT,2031,0.794846
LTS,76,PPPVT,2032,0.884846
LTS,76,PPPVT,2033,0.918846
LTS,76,PPPVT,2034,0.918846
LTS,76,PPPVT,2035,0.918846
LTS,76,PPPVT,2036,1.00285
LTS,76,PPPVT,2037,1.09285
LTS,76,PPPVT,2038,1.16285
LTS,76,PPPVT,2039,1.25285
LTS,76,PPPVT,2040,1.27585
LTS,76,PPPVT,2041,1.30852
LTS,76,PPPVT,2042,1.30852
LTS,76,PPPVT,2043,1.30852
LTS,76,PPPVT,2044,1.30643
LTS,76,PPPVT,2045,1.21031
LTS,76,PPPVT,2046,1.20789
LTS,76,PPPVT,2047,1.20789
LTS,76,PPPVT,2048,1.20789
LTS,76,PPPVT,2049,1.20789
LTS,76,PPPVT,2050,1.20789
LTS,76,PPPVT,2051,1.20789
LTS,76,PPPVT,2052,1.20789
LTS,76,PPPVT,2053,1.20789
LTS,76,PPPVT,2054,1.20789
LTS,76,PPPVT,2055,1.20789
LTS,76,PPWNDON,2021,0.102489
LTS,76,PPWNDON,2022,0.102489
LTS,76,PPWNDON,2023,0.102489
LTS,76,PPWNDON,2024,0.102489
LTS,76,PPWNDON,2025,0.162489
LTS,76,PPWNDON,2026,0.222489
LTS,76,PPWNDON,2027,0.282489
LTS,76,PPWNDON,2028,0.303489
LTS,76,PPWNDON,2029,0.303489
LTS,76,PPWNDON,2030,0.303489
LTS,76,PPWNDON,2031,0.316168
LTS,76,PPWNDON,2032,0.373168
LTS,76,PPWNDON,2033,0.402015
LTS,76,PPWNDON,2034,0.445986
LTS,76,PPWNDON,2035,0.488909
LTS,76,PPWNDON,2036,0.531832
LTS,76,PPWNDON,2037,0.574756
LTS,76,PPWNDON,2038,0.617679
LTS,76,PPWNDON,2039,0.677679
LTS,76,PPWNDON,2040,0.677679
LTS,76,PPWNDON,2041,0.67719
LTS,76,PPWNDON,2042,0.67719
LTS,76,PPWNDON,2043,0.67719
LTS,76,PPWNDON,2044,0.67719
LTS,76,PPWNDON,2045,0.652165
LTS,76,PPWNDON,2046,0.657096
LTS,76,PPWNDON,2047,0.662016
LTS,76,PPWNDON,2048,0.666947
LTS,76,PPWNDON,2049,0.671868
LTS,76,PPWNDON,2050,0.676799
LTS,76,PPWNDON,2051,0.68173
LTS,76,PPWNDON,2052,0.68665
LTS,76,PPWNDON,2053,0.691581
LTS,76,PPWNDON,2054,0.696502
LTS,76,PPWNDON,2055,0.701433
LTS,77,PPPVT,2021,0.0573256
LTS,77,PPPVT,2022,0.0573256
LTS,77,PPPVT,2023,0.0573256
LTS,77,PPPVT,2024,0.0594175
LTS,77,PPPVT,2025,0.155533
LTS,77,PPPVT,2026,0.251674
LTS,77,PPPVT,2027,0.454845
LTS,77,PPPVT,2028,0.544845
LTS,77,PPPVT,2029,0.634845
LTS,77,PPPVT,2030,0.724845
LTS,77,PPPVT,2031,0.814845
LTS,77,PPPVT,2032,0.904845
LTS,77,PPPVT,2033,0.938845
LTS,77,PPPVT,2034,0.938845
LTS,77,PPPVT,2035,0.938845
LTS,77,PPPVT,2036,1.02285
LTS,77,PPPVT,2037,1.11285
LTS,77,PPPVT,2038,1.18285
LTS,77,PPPVT,2039,1.27285
LTS,77,PPPVT,2040,1.36404
LTS,77,PPPVT,2041,1.40094
LTS,77,PPPVT,2042,1.43953
LTS,77,PPPVT,2043,1.47262
LTS,77,PPPVT,2044,1.50795
LTS,77,PPPVT,2045,1.56114
LTS,77,PPPVT,2046,1.59382
LTS,77,PPPVT,2047,1.62432
LTS,77,PPPVT,2048,1.65449
LTS,77,PPPVT,2049,1.68442
LTS,77,PPPVT,2050,1.7101
LTS,77,PPPVT,2051,1.72896
LTS,77,PPPVT,2052,1.74782
LTS,77,PPPVT,2053,1.76699
LTS,77,PPPVT,2054,1.78652
LTS,77,PPPVT,2055,1.8065
LTS,77,PPWNDON,2021,0.102489
LTS,77,PPWNDON,2022,0.102489
LTS,77,PPWNDON,2023,0.102489
LTS,77,PPWNDON,2024,0.102489
LTS,77,PPWNDON,2025,0.162489
LTS,77,PPWNDON,2026,0.222489
LTS,77,PPWNDON,2027,0.282489
LTS,77,PPWNDON,2028,0.303489
LTS,77,PPWNDON,2029,0.303489
LTS,77,PPWNDON,2030,0.303489
LTS,77,PPWNDON,2031,0.316168
LTS,77,PPWNDON,2032,0.373168
LTS,77,PPWNDON,2033,0.402015
LTS,77,PPWNDON,2034,0.445986
LTS,77,PPWNDON,2035,0.488909
LTS,77,PPWNDON,2036,0.531832
LTS,77,PPWNDON,2037,0.574756
LTS,77,PPWNDON,2038,0.617679
LTS,77,PPWNDON,2039,0.677679
LTS,77,PPWNDON,2040,0.677679
LTS,77,PPWNDON,2041,0.67719
LTS,77,PPWNDON,2042,0.67719
LTS,77,PPWNDON,2043,0.67719
LTS,77,PPWNDON,2044,0.67719
LTS,77,PPWNDON,2045,0.652165
LTS,77,PPWNDON,2046,0.657096
LTS,77,PPWNDON,2047,0.662016
LTS,77,PPWNDON,2048,0.666947
LTS,77,PPWNDON,2049,0.671868
LTS,77,PPWNDON,2050,0.676799
LTS,77,PPWNDON,2051,0.68173
LTS,77,PPWNDON,2052,0.68665
LTS,77,PPWNDON,2053,0.691581
LTS,77,PPWNDON,2054,0.696502
LTS,77,PPWNDON,2055,0.701433
LTS,78,PPPVT,2021,0.0573256
LTS,78,PPPVT,2022,0.0573256
LTS,78,PPPVT,2023,0.0573256
LTS,78,PPPVT,2024,0.0594175
LTS,78,PPPVT,2025,0.155533
LTS,78,PPPVT,2026,0.25084
LTS,78,PPPVT,2027,0.470377
LTS,78,PPPVT,2028,0.560377
LTS,78,PPPVT,2029,0.650377
LTS,78,PPPVT,2030,0.740377
LTS,78,PPPVT,2031,0.830377
LTS,78,PPPVT,2032,0.920377
LTS,78,PPPVT,2033,0.954377
LTS,78,PPPVT,2034,0.954377
LTS,78,PPPVT,2035,0.954377
LTS,78,PPPVT,2036,1.03838
LTS,78,PPPVT,2037,1.17505
LTS,78,PPPVT,2038,1.32288
LTS,78,PPPVT,2039,1.45601
LTS,78,PPPVT,2040,1.64779
LTS,78,PPPVT,2041,1.70761
LTS,78,PPPVT,2042,1.76796
LTS,78,PPPVT,2043,1.82493
LTS,78,PPPVT,2044,1.88317
LTS,78,PPPVT,2045,1.96762
LTS,78,PPPVT,2046,2.02487
LTS,78,PPPVT,2047,2.08273
LTS,78,PPPVT,2048,2.13982
LTS,78,PPPVT,2049,2.19687
LTS,78,PPPVT,2050,2.24993
LTS,78,PPPVT,2051,2.27168
LTS,78,PPPVT,2052,2.2924
LTS,78,PPPVT,2053,2.31329
LTS,78,PPPVT,2054,2.3345
LTS,78,PPPVT,2055,2.35593
LTS,78,PPWNDON,2021,0.102489
LTS,78,PPWNDON,2022,0.102489
LTS,78,PPWNDON,2023,0.102489
LTS,78,PPWNDON,2024,0.102489
LTS,78,PPWNDON,2025,0.162489
LTS,78,PPWNDON,2026,0.222489
LTS,78,PPWNDON,2027,0.282489
LTS,78,PPWNDON,2028,0.303489
LTS,78,PPWNDON,2029,0.303489
LTS,78,PPWNDON,2030,0.303489
LTS,78,PPWNDON,2031,0.316168
LTS,78,PPWNDON,2032,0.373168
LTS,78,PPWNDON,2033,0.402015
LTS,78,PPWNDON,2034,0.445986
LTS,78,PPWNDON,2035,0.488909
LTS,78,PPWNDON,2036,0.531832
LTS,78,PPWNDON,2037,0.574756
LTS,78,PPWNDON,2038,0.617679
LTS,78,PPWNDON,2039,0.677679
LTS,78,PPWNDON,2040,0.677679
LTS,78,PPWNDON,2041,0.67719
LTS,78,PPWNDON,2042,0.67719
LTS,78,PPWNDON,2043,0.67719
LTS,78,PPWNDON,2044,0.67719
LTS,78,PPWNDON,2045,0.652165
LTS,78,PPWNDON,2046,0.657096
LTS,78,PPWNDON,2047,0.662016
LTS,78,PPWNDON,2048,0.666947
LTS,78,PPWNDON,2049,0.671868
LTS,78,PPWNDON,2050,0.676799
LTS,78,PPWNDON,2051,0.68173
LTS,78,PPWNDON,2052,0.68665
LTS,78,PPWNDON,2053,0.691581
LTS,78,PPWNDON,2054,0.696502
LTS,78,PPWNDON,2055,0.701433
LTS,79,PPPVT,2021,0.0573256
LTS,79,PPPVT,2022,0.0573256
LTS,79,PPPVT,2023,0.0573256
LTS,79,PPPVT,2024,0.0594175
LTS,79,PPPVT,2025,0.155533
LTS,79,PPPVT,2026,0.25115
LTS,79,PPPVT,2027,0.454694
LTS,79,PPPVT,2028,0.544694
LTS,79,PPPVT,2029,0.634694
LTS,79,PPPVT,2030,0.724694
LTS,79,PPPVT,2031,0.814694
LTS,79,PPPVT,2032,0.904694
LTS,79,PPPVT,2033,0.938694
LTS,79,PPPVT,2034,0.938694
LTS,79,PPPVT,2035,0.938694
LTS,79,PPPVT,2036,1.02269
LTS,79,PPPVT,2037,1.11269
LTS,79,PPPVT,2038,1.18269
LTS,79,PPPVT,2039,1.27269
LTS,79,PPPVT,2040,1.40775
LTS,79,PPPVT,2041,1.45014
LTS,79,PPPVT,2042,1.48809
LTS,79,PPPVT,2043,1.52683
LTS,79,PPPVT,2044,1.56705
LTS,79,PPPVT,2045,1.63376
LTS,79,PPPVT,2046,1.67443
LTS,79,PPPVT,2047,1.71418
LTS,79,PPPVT,2048,1.75423
LTS,79,PPPVT,2049,1.79466
LTS,79,PPPVT,2050,1.83146
LTS,79,PPPVT,2051,1.85803
LTS,79,PPPVT,2052,1.88416
LTS,79,PPPVT,2053,1.91095
LTS,79,PPPVT,2054,1.93835
LTS,79,PPPVT,2055,1.96631
LTS,79,PPWNDON,2021,0.102489
LTS,79,PPWNDON,2022,0.102489
LTS,79,PPWNDON,2023,0.102489
LTS,79,PPWNDON,2024,0.102489
LTS,79,PPWNDON,2025,0.162489
LTS,79,PPWNDON,2026,0.222489
LTS,79,PPWNDON,2027,0.282489
LTS,79,PPWNDON,2028,0.303489
LTS,79,PPWNDON,2029,0.303489
LTS,79,PPWNDON,2030,0.303489
LTS,79,PPWNDON,2031,0.316168
LTS,79,PPWNDON,2032,0.373168
LTS,79,PPWNDON,2033,0.402015
LTS,79,PPWNDON,2034,0.445986
LTS,79,PPWNDON,2035,0.488909
LTS,79,PPWNDON,2036,0.531832
LTS,79,PPWNDON,2037,0.574756
LTS,79,PPWNDON,2038,0.617679
LTS,79,PPWNDON,2039,0.677679
LTS,79,PPWNDON,2040,0.677679
LTS,79,PPWNDON,2041,0.67719
LTS,79,PPWNDON,2042,0.67719
LTS,79,PPWNDON,2043,0.67719
LTS,79,PPWNDON,2044,0.67719
LTS,79,PPWNDON,2045,0.652165
LTS,79,PPWNDON,2046,0.657096
LTS,79,PPWNDON,2047,0.662016
LTS,79,PPWNDON,2048,0.666947
LTS,79,PPWNDON,2049,0.671868
LTS,79,PPWNDON,2050,0.676799
LTS,79,PPWNDON,2051,0.68173
LTS,79,PPWNDON,2052,0.68665
LTS,79,PPWNDON,2053,0.691581
LTS,79,PPWNDON,2054,0.696502
LTS,79,PPWNDON,2055,0.701433
LTS,80,PPPVT,2021,0.0573256
LTS,80,PPPVT,2022,0.0573256
LTS,80,PPPVT,2023,0.0573256
LTS,80,PPPVT,2024,0.0594175
LTS,80,PPPVT,2025,0.155533
LTS,80,PPPVT,2026,0.251097
LTS,80,PPPVT,2027,0.441352
LTS,80,PPPVT,2028,0.531352
LTS,80,PPPVT,2029,0.621352
LTS,80,PPPVT,2030,0.711352
LTS,80,PPPVT,2031,0.801352
LTS,80,PPPVT,2032,0.891352
LTS,80,PPPVT,2033,0.925352
LTS,80,PPPVT,2034,0.925352
LTS,80,PPPVT,2035,0.925352
LTS,80,PPPVT,2036,1.00935
LTS,80,PPPVT,2037,1.09935
LTS,80,PPPVT,2038,1.16935
LTS,80,PPPVT,2039,1.25935
LTS,80,PPPVT,2040,1.28235
LTS,80,PPPVT,2041,1.31503
LTS,80,PPPVT,2042,1.31503
LTS,80,PPPVT,2043,1.31503
LTS,80,PPPVT,2044,1.31293
LTS,80,PPPVT,2045,1.26216
LTS,80,PPPVT,2046,1.27987
LTS,80,PPPVT,2047,1.2959
LTS,80,PPPVT,2048,1.31206
LTS,80,PPPVT,2049,1.32817
LTS,80,PPPVT,2050,1.34426
LTS,80,PPPVT,2051,1.36527
LTS,80,PPPVT,2052,1.39284
LTS,80,PPPVT,2053,1.42095
LTS,80,PPPVT,2054,1.44965
LTS,80,PPPVT,2055,1.47904
LTS,80,PPWNDON,2021,0.102489
LTS,80,PPWNDON,2022,0.102489
LTS,80,PPWNDON,2023,0.102489
LTS,80,PPWNDON,2024,0.102489
LTS,80,PPWNDON,2025,0.162489
LTS,80,PPWNDON,2026,0.222489
LTS,80,PPWNDON,2027,0.282489
LTS,80,PPWNDON,2028,0.303489
LTS,80,PPWNDON,2029,0.303489
LTS,80,PPWNDON,2030,0.303489
LTS,80,PPWNDON,2031,0.316168
LTS,80,PPWNDON,2032,0.373168
LTS,80,PPWNDON,2033,0.402015
LTS,80,PPWNDON,2034,0.445986
LTS,80,PPWNDON,2035,0.488909
LTS,80,PPWNDON,2036,0.531832
LTS,80,PPWNDON,2037,0.574756
LTS,80,PPWNDON,2038,0.617679
LTS,80,PPWNDON,2039,0.677679
LTS,80,PPWNDON,2040,0.677679
LTS,80,PPWNDON,2041,0.67719
LTS,80,PPWNDON,2042,0.67719
LTS,80,PPWNDON,2043,0.67719
LTS,80,PPWNDON,2044,0.67719
LTS,80,PPWNDON,2045,0.652165
LTS,80,PPWNDON,2046,0.657096
LTS,80,PPWNDON,2047,0.662016
LTS,80,PPWNDON,2048,0.666947
LTS,80,PPWNDON,2049,0.671868
LTS,80,PPWNDON,2050,0.676799
LTS,80,PPWNDON,2051,0.68173
LTS,80,PPWNDON,2052,0.68665
LTS,80,PPWNDON,2053,0.691581
LTS,80,PPWNDON,2054,0.696502
LTS,80,PPWNDON,2055,0.701433
LTS,81,PPPVT,2021,0.0573256
LTS,81,PPPVT,2022,0.0573256
LTS,81,PPPVT,2023,0.0573256
LTS,81,PPPVT,2024,0.0594175
LTS,81,PPPVT,2025,0.155533
LTS,81,PPPVT,2026,0.251748
LTS,81,PPPVT,2027,0.478684
LTS,81,PPPVT,2028,0.568684
LTS,81,PPPVT,2029,0.658684
LTS,81,PPPVT,2030,0.748684
LTS,81,PPPVT,2031,0.838684
LTS,81,PPPVT,2032,0.928684
LTS,81,PPPVT,2033,0.962684
LTS,81,PPPVT,2034,0.962684
LTS,81,PPPVT,2035,0.967638
LTS,81,PPPVT,2036,1.122
LTS,81,PPPVT,2037,1.28327
LTS,81,PPPVT,2038,1.44332
LTS,81,PPPVT,2039,1.589
LTS,81,PPPVT,2040,1.79379
LTS,81,PPPVT,2041,1.86716
LTS,81,PPPVT,2042,1.9419
LTS,81,PPPVT,2043,2.01327
LTS,81,PPPVT,2044,2.08645
LTS,81,PPPVT,2045,2.18638
LTS,81,PPPVT,2046,2.26076
LTS,81,PPPVT,2047,2.33423
LTS,81,PPPVT,2048,2.40832
LTS,81,PPPVT,2049,2.48281
LTS,81,PPPVT,2050,2.55382
LTS,81,PPPVT,2051,2.58084
LTS,81,PPPVT,2052,2.60811
LTS,81,PPPVT,2053,2.63574
LTS,81,PPPVT,2054,2.66367
LTS,81,PPPVT,2055,2.69216
LTS,81,PPWNDON,2021,0.102489
LTS,81,PPWNDON,2022,0.102489
LTS,81,PPWNDON,2023,0.102489
LTS,81,PPWNDON,2024,0.102489
LTS,81,PPWNDON,2025,0.162489
LTS,81,PPWNDON,2026,0.222489
LTS,81,PPWNDON,2027,0.282489
LTS,81,PPWNDON,2028,0.303489
LTS,81,PPWNDON,2029,0.303489
LTS,81,PPWNDON,2030,0.303489
LTS,81,PPWNDON,2031,0.316168
LTS,81,PPWNDON,2032,0.373168
LTS,81,PPWNDON,2033,0.402015
LTS,81,PPWNDON,2034,0.445986
LTS,81,PPWNDON,2035,0.488909
LTS,81,PPWNDON,2036,0.531832
LTS,81,PPWNDON,2037,0.574756
LTS,81,PPWNDON,2038,0.617679
LTS,81,PPWNDON,2039,0.677679
LTS,81,PPWNDON,2040,0.677679
LTS,81,PPWNDON,2041,0.67719
LTS,81,PPWNDON,2042,0.67719
LTS,81,PPWNDON,2043,0.67719
LTS,81,PPWNDON,2044,0.67719
LTS,81,PPWNDON,2045,0.652165
LTS,81,PPWNDON,2046,0.657096
LTS,81,PPWNDON,2047,0.662016
LTS,81,PPWNDON,2048,0.666947
LTS,81,PPWNDON,2049,0.671868
LTS,81,PPWNDON,2050,0.676799
LTS,81,PPWNDON,2051,0.68173
LTS,81,PPWNDON,2052,0.68665
LTS,81,PPWNDON,2053,0.691581
LTS,81,PPWNDON,2054,0.696502
LTS,81,PPWNDON,2055,0.701433
LTS,82,PPPVT,2021,0.0573256
LTS,82,PPPVT,2022,0.0573256
LTS,82,PPPVT,2023,0.0573256
LTS,82,PPPVT,2024,0.0594175
LTS,82,PPPVT,2025,0.155533
LTS,82,PPPVT,2026,0.251108
LTS,82,PPPVT,2027,0.49797
LTS,82,PPPVT,2028,0.58797
LTS,82,PPPVT,2029,0.67797
LTS,82,PPPVT,2030,0.76797
LTS,82,PPPVT,2031,0.85797
LTS,82,PPPVT,2032,0.94797
LTS,82,PPPVT,2033,0.98197
LTS,82,PPPVT,2034,0.991286
LTS,82,PPPVT,2035,1.14519
LTS,82,PPPVT,2036,1.32631
LTS,82,PPPVT,2037,1.5079
LTS,82,PPPVT,2038,1.68948
LTS,82,PPPVT,2039,1.8536
LTS,82,PPPVT,2040,2.07821
LTS,82,PPPVT,2041,2.17136
LTS,82,PPPVT,2042,2.26489
LTS,82,PPPVT,2043,2.35616
LTS,82,PPPVT,2044,2.44833
LTS,82,PPPVT,2045,2.56668
LTS,82,PPPVT,2046,2.65873
LTS,82,PPPVT,2047,2.74997
LTS,82,PPPVT,2048,2.84123
LTS,82,PPPVT,2049,2.93249
LTS,82,PPPVT,2050,3.0196
LTS,82,PPPVT,2051,3.03828
LTS,82,PPPVT,2052,3.05595
LTS,82,PPPVT,2053,3.07348
LTS,82,PPPVT,2054,3.09099
LTS,82,PPPVT,2055,3.10854
LTS,82,PPWNDON,2021,0.102489
LTS,82,PPWNDON,2022,0.102489
LTS,82,PPWNDON,2023,0.102489
LTS,82,PPWNDON,2024,0.102489
LTS,82,PPWNDON,2025,0.162489
LTS,82,PPWNDON,2026,0.222489
LTS,82,PPWNDON,2027,0.282489
LTS,82,PPWNDON,2028,0.303489
